,fullTimeEmployees,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,revenuePerShare,quickRatio,recommendationMean,enterpriseToRevenue,enterpriseToEbitda,heldPercentInstitutions,priceToBook,beta,enterpriseValue,priceToSalesTrailing12Months,pegRatio,ticker
1,760,0.09274,-0.16209,0.83131,63595000,0.309,-0.075780004,30001000,12,268941000,76447376,26,11.82,,3.012,-0.01548,9,22.89,31.905,-0.08748999,28,73210000,244774000,323512992,0.474,2.254,2.876,1.7,6.168,66.515,0.93183,2.4142156,,1995519104,5.6244493,,IAS
1,1122,0.20054,0.14892,0.43242002,150190000,0.683,0.19221,132843000,76,286445000,97055248,83,61.99,1.513,4.124,0.115509994,6,85.83,10.477,0.19332,98,294923008,56467000,662428032,8.87,19.742,2.66,1.8,2.373,11.834,0.84256,4.0471373,1.557352,1572076160,3.1173174,0.62,ACLS
1,847,-0.13876,-0.16723,0.110240005,-78776000,0.23,-0.15248999,-162039008,11,128732000,-17131876,16.5,11.12,,3.306,-0.22962,10,16.4,52.703,-1.16012,21,466600000,161300992,1167773056,2.494,6.791,3.14,2,1.278,-9.21,0.83542,6.40553,,1492430336,1.782993,0.21,ALHC
1,3312,0.01124,-0.01911,0.03899,371400000,0.651,-0.01351,119700000,8,415200000,432012512,27,31.75,,0.939,-0.01398,12,26.42,282.163,-0.16453,37,856499968,2673499904,10648200192,11.544,143.926,0.523,3.1,0.351,31.181,0.94753,2.7408495,1.893627,3732358912,0.22102001,-10.46,DK
1,35,0,-2.8742301,0.88278997,-4881128,22.755,-2.83757,,,7687566,,,5,,1.054,-0.86942,,,4.046,-2.54602,,1131128,799868,8708270,0.003,0.026,0.909,,205.711,,0,,,1791389824,205.5902,,COSG
1,574,-0.68165,-0.6776,0.75051004,-105025000,0.421,-0.70257,-158638000,16,138698000,-39738876,26,19.84,,8.225,-0.086160004,9,33.22,2.897,-0.15012999,79,968635008,29746000,232726000,9.106,2.379,8.026,2.8,3.731,-5.474,0.48409998,2.0269718,,868367936,8.954453,0.52,AI
1,1600,0.17222,0.12768,0.26417,-187840000,0.008,0.16969,727481984,62,1048332000,-276489120,84,54.34,0.4,7.31,0.13897,3,80,66.756,0.33676997,94,209046000,1221543936,4224094976,6.349,125.35,0.56,1.7,0.651,3.778,0.90468,1.1458817,1.977941,2748261376,0.43431014,0.3,CCS
1,8256,0.17317,0.02953,0.42103,413200000,0.037,0.09189,389900000,15,948000000,-288712512,21,16.64,,1.129,0.01819,6,21.83,186.948,0.03115,32,190000000,3933199872,2251599872,1.568,18.306,1.083,2.2,2.714,15.672,1.12736,1.337728,0.987745,6110614016,0.8953644,2.13,KAR
1,6532,0.12630999,0.08018,0.18594,216498000,0.387,0.11617,545315968,63,650363000,76346624,76,47.99,0.319,2.175,0.15051,8,75.88,47.925,0.32182997,95,134832000,579409984,4317301248,4.114,129.464,1.11,2,0.507,4.012,1.01327,1.3785081,1.80196,2187629824,0.37065104,0.31,WGO
1,470,-0.19988,-0.21291,0.72803,-21642000,0.762,-0.2084,-22855000,41,83244000,-15609625,46,22.62,,15.06,-0.08127,10,47.2,0.368,-0.14553,55,255476992,989000,114342000,4.388,3.443,14.811,1.5,13.413,-67.103,1.01272,4.752101,,1533638912,11.399775,-0.85,LAW
1,10920,0.09079,0.05051,0.2582,343500928,0.169,0.068330005,471093760,,1303433314,168527376,,90.56,0.31,2.109,0.11062,,,59.794,0.27305,,142651328,626522496,5189005824,7.51,268.905,0.798,,0.434,4.782,0.88464,1.7494107,0.567156,2252627456,0.33149564,,IMKTA
1,8608,0.30304,0.04191,0.33865002,294000000,0.52,0.20883,817000000,28,806000000,100375000,29.5,19.48,0.926,2.804,0.03744,6,30,278.24,0.046329997,33,247000000,6828000256,2696000000,2.611,28.454,2.512,1.7,3.366,11.107,0.84502,1.0216604,1.249553,9074119680,0.6867791,0.09,GTN
1,8608,0.29838,0.0373,0.33402002,300000000,-0.09,0.2068,720000000,,806000000,138750000,,17.83,-0.924,2.508,0.03326,,,283.631,0.03742,,189000000,6826999808,2412999936,2.02,25.4,2.172,,3.684,12.348,0.16319999,0.9577268,1.727941,8890600448,0.7634018,,GTN-A
1,751,0.3541,0.105620004,0.55711,141958000,0.083,0.18156,206512992,66,318572000,-91193504,72,62.2,0.333,0.633,0.019340001,6,74.17,156.208,0.061389998,92,17487000,1606471936,583203008,0.578,19.478,0.54,2.2,5.968,16.853,0.76483,1.8287662,0.589285,3480318464,3.2248592,2.7,SJW
1,10000,0.0867,-0.0028900001,0.16525999,324900000,-0.01,0.03727,375200000,35,715200000,391137504,38,40.05,,1.167,0.018860001,7,37.86,113.152,-0.01461,40,308600000,2088099968,4327600128,5.531,77.417,0.481,2.6,0.817,9.427,1.09892,1.2029195,0.487254,3537048064,0.51625687,0.64,THS
1,10200,0.053540003,0.0297,0.15798001,468500000,0.287,0.04607,706600000,43,1914300000,629763520,73.5,45.3,0.877,1.102,0.08737001,6,67.5,286.044,0.40021,85,485700000,3246599936,13196199936,12.278,320.849,0.448,2.6,0.337,6.29,0.86646,1.8581566,2.206862,4444163584,0.14161906,0.28,SAH
1,664,-0.78732,-0.72785,0.47575,-70669000,0.398,-0.80796,-108596000,34,65620000,-35268876,67.5,26.48,,6.853,-0.092700005,8,64.38,14.337,-0.1714,88,576478976,79869000,137931008,8.115,1.954,6.765,2,9.131,-11.598,0.73774004,3.2363725,0.98319,1259451904,13.6105585,0.53,SDGR
1,704,0.38687,0.14245,0.44942,351543008,0.958,0.25030002,409780000,32,476035000,208236992,36.71,36.17,,5.136,0.11595,6,39.24,44.939,0.18892999,50,404344000,391862016,1059216000,7.851,20.615,4.376,2.7,1.645,4.252,0.95447,2.5286632,1.056439,1742214912,1.7555774,-0.09,HCC
1,16200,0.11367,0.00423,0.109069996,261000000,0.3,0.0504,618000000,10,593000000,-45375000,12.5,10.54,-0.874,2.274,0.0247,8,12.88,352.484,0.02794,16,197000000,4540000256,5437000192,1.111,30.648,0.889,2.2,1.121,9.864,0.22396,1.544096,,6096103424,0.34361333,0.09,PTVE
1,2847,0.15431,0.03276,0.22206,93878000,0.121,0.11399999,317308992,22,456620000,24577500,26,22.27,,3.416,0.03857,8,25.88,253.82,0.07689,29,33690000,2335785984,2056263936,0.492,31.592,0.75,3.2,2.017,13.07,0.66249,1.7399797,0.365686,4147384064,0.70285434,14.53,BGS
1,1500,0.23990999,1.0617299,0.49235,174000000,-0.047,0.00661,174100000,14,357300000,54462500,22.5,21.83,72.184,0.879,0.00137,10,22.75,133.199,-0.38281,30,193200000,760300032,725699968,2.211,8.773,0.783,2.2,3.196,13.322,0.85648,5.6452026,2.022285,2319324416,2.6219466,0.46,WOW
1,1291,0,0.23602,0,166428000,0.053,0.33421,,87,432461000,,95,73.33,-0.295,,0.01698,7,104.86,,0.12526,142,413704000,418345984,438004000,16.684,17.684,,2.4,4.265,,0.90680003,2.1605775,1.093303,1867934464,4.09618,1.54,TBK
1,1291,0,0.23602,0,166428000,0.053,0.33421,,,432461000,,,25.51,-0.295,,0.01698,,,,0.12526,,413704000,418345984,438004000,16.684,17.684,,,1.554,,,0.81452155,0.949019,680700864,,,TBKCP
1,510,0.41672,0.12998,0.58689,130392000,0.232,0.23291,177276000,104,249668000,157182256,104,66.03,,2.827,0.03817,2,104,59.02,0.05445,104,941627008,444368992,425408992,30.682,13.828,2.772,1.5,2.95,7.08,0.84487,2.7978814,1.036274,1255147520,4.7616963,1.19,IDCC
1,2416,0.24351,0.08963,0.40502,278700000,-0.103,0.17504999,427900000,30,804100000,-10725000,41.5,32.24,,4.415,0.06769,6,44.33,54.688,0.10168,65,436000000,861500032,1757200000,8.678,33.249,2.479,2.5,1.168,4.796,0.8954,1.1369728,0.87647,2052388608,0.9870647,-1.24,EBS
1,2725,0,0.19549,0,,-0.133,0.25501,,30,664709000,,31,29.72,-0.42,,0.0072600003,4,31.75,,0.07349,35,1917564032,476008000,637456000,31.198,10.229,,3,0.427,,0.68884003,1.049435,0.90147,272043360,2.9116142,1.94,TRMK
1,3443,0.08833,0.04343,0.18205999,60487000,0.267,0.059109997,141800992,106,283762000,-115235376,113,83.97,-0.16,3.34,0.04289,2,113,78.654,0.100159995,120,20357000,574932992,1605303040,0.992,78.52,1.281,2,1.433,16.228,0.94802004,2.4608755,1.37745,2301123072,1.0691313,1.29,MTRN
1,2605,0.28813,0.14493,0.35911998,201122000,0.018,0.24445,329523008,90,410714000,190375120,106,70.32,-0.163,0.513,0.09557,18,106.28,,,130,70207000,2267731968,1143670016,3.336,51.052,0.39,2.5,3.444,11.954,1.12739,,1.749019,3939085056,1.2920356,0.99,JACK
1,602,-0.42734,-0.49597,0.85009,-51268000,0.479,-0.44904998,-82134000,4.5,163384000,-31124250,6,3.15,,22.737,-0.10198,5,6.6,9.226,-0.21318,11,715811008,68729000,192196992,1.854,1.313,22.251,2.8,5.692,-13.319,0.68981004,,,1093919744,6.276466,,KIND
1,14,0,0,4.6830897,-394974,,-26.29257,,,27880,-238719,,11.5,,0.092,-0.88962,,,,,,29647,457254,15610,0,0,0.061,,110369.26,,0,,-50.13742,1722864128,112793.56,,CCYC
1,132,0.69514,0.70529,0.90958,108253000,0.138,0.69045997,154123008,14,197034000,82886000,26.5,13.15,0.8,17.777,0.28581,10,29.8,82.136,1.3989301,55,147404000,150620000,221715008,1.168,1.757,17.392,1.7,7.501,10.79,0.91355,9.0502405,0.56228,1662982144,7.486037,0.32,LPRO
1,1509,0,0.3707,0,,0.229,0.53519,,17,568564000,,18,14.54,0.429,,0.0126600005,5,18.4,,0.108459994,20,280372992,1094096000,597843008,2.33,4.92,,2.8,4.239,,0.85985,0.84250784,1.319607,2534408960,2.923356,1,HOPE
1,1119,0,0.34882,0,,-0.044,0.48562,,24,473771000,,26,22.75,-0.08,,0.012209999,5,25.8,,0.09994,27,433145984,409942016,468212000,5.713,6.137,,2.7,3.534,,0.6745,1.037723,0.92598,1654647680,3.7595673,1.24,PFS
1,7000,0.22222,0.17962,0.42003,143200000,0.002,0.1506,193000000,20,359500000,59450000,26,19.51,0.462,2.685,0.04817,5,26.6,6.261,0.11137,32,50700000,92300000,868499968,0.553,9.41,1.355,2,2.004,9.02,1.06183,1.3185105,1.358823,1740893952,2.0744512,0.76,KN
1,8200,0.11423001,0.03444,0.42159,73979000,-0.155,0.02991,198308992,33,776551000,89452000,36.5,39.51,,1.541,0.014450001,2,36.5,14698.87,,40,199716992,1561020032,1735993984,5.026,41.127,0.972,2.7,1.697,14.852,0.96699,705.53564,1.924019,2945214720,0.9725411,1.05,POLY
1,366,0.15172,0.13798,0.33048,-256171008,36.367,0.14168,58091000,28,126534000,-644822528,61,22.51,,7.597,0.02868,10,57.2,13.891,0.07863,77,499308000,116887000,382881984,7.026,5.521,7.553,1.7,3.495,23.033,0.70408994,2.9124079,0.845994,1337986816,4.130036,,RCUS
1,5100,0.18957001,0.07953,0.35701,122881000,0.036,0.117580004,240679008,38,454996000,96712872,42,36.67,0.053,2.431,0.03619,5,44.8,41.474,0.07232,54,75255000,597656000,1269600000,1.475,24.919,1.231,2.4,1.761,9.289,0.85023004,1.3324853,1.121568,2235733760,1.462274,1.49,B
1,1032,0,0.34562,0,,0.327,0.49178,,51,406524000,,54.5,45.99,0.294,,0.012619999,6,55,,0.11757,59,1988413952,433876992,436382016,53.002,12.098,,2,0.4,,0.68492997,1.2258116,1.214215,174532720,4.0440197,1.03,EFSC
1,1032,0,0.34562,0,,0.327,0.49178,,,406524000,,,19.95,0.294,,0.012619999,,,,0.11757,,1988413952,433876992,436382016,53.002,12.098,,,-1.535,,,0.5317448,1.214215,-669952448,,,EFSCP
1,6604,0.42326,0.21726999,1,303052992,-0.066,0.39224,683350976,59,1614499000,596606976,82.5,60.36,1.162,12.391,0.08357,4,77.75,261.423,0.29202,87,193186000,3098546944,1614498944,7.875,53.586,12.219,2.2,2.678,6.327,1.20939,1.2771629,1.306372,4323507200,1.094358,0.37,ECPG
1,7100,0.11536,0.054959998,0.34427,204431008,0.075,0.08332,187922000,39,530200000,127596624,50,39.85,0.789,3.484,0.054569997,4,51,73.762,0.114250004,65,369764000,575761024,1628964992,8.917,39.653,3.167,1.6,1.127,9.768,0.94404,2.2381353,0.45196,1835643648,1.0462183,0.74,LRN
1,11500,0.116239995,-0.067490004,0.276,327000000,-0.024,0.0073400005,713000000,24,1693000000,3191875072,31.5,23.2,,2.056,0.00217,8,32.25,,,41,816000000,12579999744,6134000128,11.386,81.732,1.841,2.5,2.22,19.101,0.88858,,1.258823,13618863104,0.2857008,-0.03,SBGI
1,310,0.51495,0.057389997,0.72644997,205296000,0.087,0.29421,228816000,16,315325000,155435872,17,16.89,3.75,4.576,0.03719,6,18.5,290.876,0.0537,23,162547008,1485147008,444347008,1.557,4.331,3.691,3.2,6.995,13.583,0.81855005,3.6136072,1.708482,3108075008,4.1491103,3.85,SKT
1,10700,0.21316999,0.07507,0.20643,323750016,0.465,0.106120005,573251008,19,527970000,-23181500,23.5,17.94,,1.386,0.036679998,10,24.1,111.112,0.10428,35,119428000,2356262912,2689213952,0.889,20.368,1.103,1.4,1.73,8.114,0.77927,1.1385416,0.618682,4651245056,0.89585453,1.11,AHCO
1,786,-0.15475,-0.26997998,0.81389,-36783000,0.193,-0.16073999,-27380000,15,144005000,-13748125,24,19.52,,4.604,-0.05341,7,22.57,15.572,-0.25311002,28,369792000,52340000,176932992,4.414,4.239,4.423,2.1,7.88,-50.921,0.77519995,4.6454067,,1394209152,9.035379,-1.84,FORG
1,1267,0.43368998,0.02362,0.49985,501478016,0.08,0.26417,701932992,17,809009000,244899008,18.5,16.43,,0.859,0.048699997,6,18.67,204.147,0.02229,20,5637000,3262809088,1618499968,0.051,14.769,0.666,2.9,3.899,8.991,0.58496,7.868774,2.344117,6311166976,1.1122557,0.24,NS
1,1267,0.43368998,0.02362,0.49985,501478016,0.08,0.26417,701932992,,809009000,244899008,,21.64,,0.859,0.048699997,,,204.147,0.02229,,5637000,3262809088,1618499968,0.051,14.769,0.666,,4.32,9.962,0.4676,10.363984,2.344117,6992697344,1.7685169,,NS-PB
1,2371,0.027579999,0.00824,0.04699,-51050000,0.508,0.0134000005,347879008,45,592697000,-111989872,50,38.94,0.788,1.369,0.02389,4,51.25,91.563,0.10658,60,216444000,1197372032,12612049920,6.497,378.979,0.427,2,0.229,8.306,0.82553,1.247557,0.657352,2889592576,0.10277192,1.8,ANDE
1,358,-0.93272,-1.03159,-0.24099001,-158946000,1.619,-0.9376,-175384000,11,-58902000,-143188368,14,10.45,,6.316,-0.27135,11,18.27,,,34,443468000,612998976,188034000,2.39,1.039,5.923,2.3,11.215,-12.024,0.71660006,,2.506696,2108882688,10.313841,-0.48,BCRX
1,7200,0.06425,-0.15972,0.15089,16144000,0.918,-0.08575,53053000,14,124597000,-64366000,22,14.11,,2.307,-0.030580001,5,19.9,8.501,-0.13814001,22.5,235390000,110302000,825761984,2.152,10.255,1.737,2.7,1.872,29.144,0.79059,1.4451045,,1546200192,1.8643384,-0.49,XPRO
1,2400,0.21531,0.10597,0.4086,69089000,0.299,0.15642999,134879008,142,255962000,48773000,149,109.89,1.14,2.557,0.06533,3,148,67.158,0.14962,153,16619000,325319008,626435008,1.06,39.761,1.188,1.3,3.267,15.175,0.79899,3.679558,0.812946,2046747392,2.7500436,1.73,CSWI
1,4700,0.07381,0.03862,0.16514,57700000,0.102,0.05434,131500000,50,236800000,36812500,56,48.74,-0.202,2.848,0.03787,3,54.67,15.84,0.07107,58,40600000,161200000,1781500032,1.166,50.575,0.929,2,0.986,13.354,1.04447,1.6980804,1.664705,1756052608,0.9703925,1.42,AIR
1,7200,0.16098,0.099580005,0.24373,92800000,-0.013,0.116000004,189300000,46,278900000,49775000,56,44.34,-0.06,3.144,0.059699997,2,56,25.6,0.12911001,66,153100000,234600000,1175900032,4.146,31.265,2.221,2.3,1.47,9.133,0.9975,1.8030255,1.186764,1728962688,1.4053091,0.96,MEI
1,1952,-0.13442999,-0.2573,0.68999,22193000,0.36,-0.22146,-49527000,32,254217000,48613000,40,39.95,,2.153,-0.0418,10,42.7,148.564,-0.26517,59,488035008,687387008,368432992,12.378,9.705,2.026,2.6,5.153,-38.337,0.94991,3.861769,0.859313,1898709888,4.1813736,0.28,EVBG
1,2409,0,0.25358,0,,-0.289,0.33765998,,33,652653000,,35,30.9,-0.412,,0.009330001,7,35,,0.07029,38,1607492992,546694976,597555008,28.767,10.669,,2.9,1.011,,0.77927,0.78160566,1.12549,603887040,2.8827384,1.1,RNST
1,105,0,0.42094,0.80609,423510016,-0.346,0.4421,,5,358536000,,5.38,5.33,,0.326,0.01184,6,5.42,326.262,0.0642,6,1368672000,8952467456,444785984,3.98,1.494,0.194,2.8,22.349,,0.71096003,0.82329315,1.692647,9940601856,4.121114,2.24,TWO
1,105,0,0.42094,0.80609,423510016,-0.346,0.4421,,,358536000,,,23.38,,0.326,0.01184,,,326.262,0.0642,,1368672000,8952467456,444785984,3.98,1.494,0.194,,37.102,,0.34627998,3.6113684,1.692647,16502601728,7.1147766,,TWO-PB
1,105,0,0.42094,0.80609,423510016,-0.346,0.4421,,,358536000,,,24.15,,0.326,0.01184,,,326.262,0.0642,,1368672000,8952467456,444785984,3.98,1.494,0.194,,37.806,,0.29239,3.730306,1.692647,16815568896,7.0415106,,TWO-PA
1,1450,0.15578,0.10736,0.34080002,204900000,-0.059,0.14194,207200000,40,453300000,45412500,40,37.76,-0.153,2.734,0.00847,3,41.33,71.655,0.079390004,44,290800000,1295100032,1330099968,7.032,31.669,0.282,3,1.994,12.8,1.03098,0.8720554,0.55147,2652154880,1.1777849,0.87,HMN
1,59491,0.10719,0.041139998,0.14819,347100000,0.217,0.06419,390100000,35,503300000,196187504,40.5,29.93,1.308,0.387,0.06064,18,43.75,,,80,15600000,2270899968,3639200000,0.35,79.72,0.201,2.5,1.065,9.935,1.07119,,2.484803,3875587584,0.37352875,0.77,EAT
1,444,-1.2217801,-1.2858901,0.074149996,-130264000,0.632,-1.27209,-125357000,48,7608000,-87686248,52.5,22.7,,7.927,-0.18811001,6,52.67,10.106,-0.37550998,60,339488000,37806000,102602000,7.161,2.251,7.062,1.7,13.176,-10.784,1.12607,2.6047046,,1351869184,10.419296,0.09,OM
1,53,0.57412,0.10925,0.6763,118344000,0.103,0.25908002,157959008,22,186070000,113701248,24,19.13,1.826,1.234,0.01686,6,24.33,84.517,0.02477,27,11132000,1218388992,275131008,0.124,3.274,1.093,2.4,11.202,19.511,0.90874,1.35693,0.463235,3081980928,5.989219,,DEA
1,1540,-0.09203,-0.26611,0.66594005,3247000,0.212,-0.17028,-43219000,,312744000,17655250,,16.5,,2.848,-0.04558,,,167.947,-0.42123002,,521846016,586868992,469624000,7.191,6.747,2.755,,3.634,-39.487,0.88316,4.4070516,1.318137,1706573568,2.5486805,-0.9,LPSN
1,1575,0.22235,0.02686,0.33279,305568992,0.249,0.04547,282313984,60,422536000,196007120,60,54.88,5.642,0.868,0.01416,3,61,100.167,0.055630002,63,149912992,673937984,1269694976,4.348,36.905,0.586,2,1.704,7.664,0.86884004,3.9049382,2.379059,2163557632,1.490337,,CEIX
1,645,0.69798,0.51115,0.78286004,538577024,-0.147,0.68705004,692801984,85,777051000,460648640,98.5,52.25,-0.457,5.811,0.4307,2,98.5,2.432,0.58347,112,450499008,28358000,992584000,14.891,33.752,5.639,1.5,1.255,1.797,0.39402,1.5032943,1.544607,1245247744,1.5703416,-0.16,FLGT
1,2400,-0.092530005,-0.039389998,0.71387,18200000,0.04,-0.18346001,-63900000,18,493000000,150487504,24,19.29,,2.373,-0.05781,6,23.33,9.537,-0.02942,27,339800000,92300000,690600000,4.246,8.854,2.11,3.5,2.017,-21.799,0.9998,1.5872625,1.533333,1392969088,2.2305174,127.32,MYGN
1,4400,0.075279996,0.02841,0.42648,86800000,0.247,0.061529998,181800000,20,1029900000,62300000,26.5,22.35,,1.19,0.03932,8,27.5,174.317,0.11007,37,161700000,1123299968,2414899968,1.979,29.343,0.634,2.1,1.075,14.277,0.98087,2.937311,1.808333,2595490048,0.7623313,1.46,WWW
1,1900,0.29514998,-0.06318,0.85558,234788992,-0.506,0.03629,259056000,20,750938000,272244640,25,16.5,,2.738,0.0077,3,23.67,62.414,-0.04221,26,261655008,836611968,877696000,2.534,8.38,2.546,1.7,2.48,8.403,0.90413004,1.2538947,0.765686,2176859904,1.9650824,0.51,XPER
1,2700,0.17093,0.08523,0.37826002,100293000,0.088,0.11035,124740000,99,270395000,36454500,100,67.51,-0.102,1.823,0.033689998,3,99.67,24.735,0.06236,100,55715000,251128992,729776000,2.143,28.013,1.1,1.3,2.492,14.58,0.96327,1.7254071,1.158823,1818659072,2.4145656,1.37,ESE
1,1800,0.06599,-0.15551,0.19296,138926000,3.281,0.021470001,77026000,10,225213000,-285808512,11,5.88,,1.491,0.00907,6,11,188.977,-0.4387,12,35902000,1622384000,1167154048,0.145,4.836,0.529,1.3,2.75,41.668,0.91737,1.6935484,0.226523,3209537024,1.2459271,,CTOS
1,9460,0.20847,-0.05429,0.59538,82754000,3.637,0.09899,275695008,33,787364000,215305376,38,27.59,,0.995,0.01929,7,43.43,246.144,-0.07393,58,214940992,3977208064,1322443008,4.158,26.639,0.76,2.4,4.014,19.255,0.73653,0.93630165,2.154929,5308552192,1.1341783,,BALY
1,639,-0.16153,-0.28301,0.79396003,16253000,0.308,-0.16832,-24127000,12,118592000,-8133750,15.5,10.74,,11.598,-0.0353,4,17,,-0.111099996,25,514444992,0,149368000,3.234,1.206,11.428,1.7,7.939,-49.149,0.85366,2.7787838,,1185808000,10.908109,,OLO
1,3225,0.0061000003,-0.11983,0.36425,28128000,0.132,-0.050580002,8695000,5.5,519126000,91721128,9,5.73,,1.619,-0.027139999,10,9.3,169.995,-0.45536998,15,190611008,550393984,1425204992,0.896,6.873,0.897,2.7,1.401,229.591,0.96103996,3.5392218,1.012254,1996296704,0.8474678,-27.85,INFN
1,690,0,0.40157002,0,,0.097,0.53623,,43,344018000,,45,34.75,0.016,,0.01435,6,45.17,,0.105349995,48,551572992,1010536000,351784992,10.232,7.074,,1.7,6.339,,0.86764,1.3321832,1.483823,2229807872,4.869593,1.57,VBTX
1,141,-1.35975,-1.376,-0.88127,-128946000,0.195,-1.3803,-99033000,35,-64185000,-58299624,65,15.46,,4.876,-0.11496,12,68.25,3.908,-0.26957,91,442417984,17963000,72832000,8.563,1.518,4.782,2,16.411,-12.069,0.85977,1.6401443,,1195267840,10.907905,0.45,KYMR
1,1620,0.08462,0.026500002,0.41401002,146243008,0.463,0.05461,67438000,12,329933000,90051504,12,5.88,,0.917,0.05983,8,12.88,72.422,2.0910401,15,123777000,50525000,796921984,0.884,6.869,0.309,1.6,1.168,13.805,0.84944,,,931001280,1.6563228,0.29,ARHS
1,507,0,0.4691,0,,-0.055,0.63916,,60,386839000,,60,48.01,0.044,,0.01602,4,60.75,,0.14169,63,722382016,281928992,381512000,22.519,11.931,,3,3.079,,0.75995004,1.1517609,0.962745,1174748544,4.0206575,1.35,EGBN
1,633,-0.12177,-0.1609,0.66703004,-7132000,0.178,-0.15246001,-37555000,42,199008000,-9998125,50,25.94,,6.149,-0.05402,7,59,4.464,-0.10682,110,319222016,20426000,308412992,5.998,5.852,5.746,1.6,3.597,-29.542,1.04074,3.0096297,0.79375,1109435008,4.4763203,-3.1,CDNA
1,1600,-0.24509001,-0.80371004,0.59708,-68667000,0.31,-0.36883998,-60884000,9,148319000,-33875248,13,9.25,,1.394,-0.03827,11,12.55,26.418,-0.38226002,16,562817024,191018000,248408992,2.859,2.92,0.446,2.1,4.993,-20.371,0.59957004,,,1240294528,7.3063784,0.93,AVDX
1,2268,0,0.27075002,0,,-0.146,0.38072,,12,546034000,,13.5,12.67,-0.31,,0.00994,5,13.2,,0.09292,14,1161005952,374224992,525847008,9.164,4.144,,3.1,1.559,,0.64466006,1.0264096,0.537745,819602240,3.0494673,1.92,NWBI
1,1212,0.0864,0.06627,0.17209,-34966012,0.933,0.083179995,193918496,16,313578068,-642792064,17,17.61,1.381,6.457,0.08162,3,17,134.072,0.36458,18,100140000,798790016,2244415744,1.08,24.243,0.507,3,1.118,12.939,0.51837003,3.8899937,,2509071360,0.7278033,0.17,DFH
1,20000,0.14117,0.01513,0.17716,125991000,0.214,0.07453,508527008,6,638175000,185532496,6,4.45,,1.711,0.02885,3,6.33,81.499,0.02256,7,164622000,2104537984,3602298112,0.517,11.321,1.507,3,1.01,7.156,0.28112,0.5756791,0.817878,3639022080,0.39354163,0.44,ADV
1,132,0.184,-0.030569999,0.47234002,42879000,0.753,0.03069,27255000,8.5,69967000,14850250,13,15.23,1.255,3.061,0.01053,2,13,44.088,-0.02649,17.5,53266000,80369000,148127008,0.379,1.05,2.549,3.5,10.972,59.632,0.09726,12.331984,,1625273984,14.498764,,MNTK
1,833,0,0.10192,0.96965,231682000,0.183,0.21917999,,80,966812000,,83,77.17,-0.03,2.088,0.19917999,6,83.17,26.724,0.29291,87,75807000,175050000,1032064000,3.078,41.342,2.088,1.8,2.18,,0.66006,24.093037,0.893137,2250056960,1.8145564,0.57,PJT
1,5000,0.13327,0.04733,0.26625,,0.079,0.11675999,259437744,14,513242000,,22.5,19.85,,1.895,0.05888,10,21.9,99.103,0.099379994,30,96755000,869208000,1946667008,1.133,22.953,1.785,3,1.209,9.074,0.98843,2.0002017,2.053921,2354153472,0.8815488,0.35,MD
1,10,-0.46645,-0.24042,-0.31581,-18218560,21.803,-0.5655,-70183728,23.8,-47518088,-625478208,43,8.8,,49.886,-0.06038,6,43.13,106.644,-0.07273,65,492300576,728405952,150463776,4.777,1.515,35.688,1.6,12.254,-26.27,0.39798,1.3658234,4.584803,1843717632,6.00246,0.1,MARA
1,380,0.32099998,0.218,0.42181998,87123000,0.26,0.29752,154480000,27,203000000,64307500,31,32.34,,2.241,0.15199,3,30.17,342.823,1.75218,32.5,109878000,407640992,481252000,2.205,9.708,2.01,3,3.945,12.29,0.94288003,11.435643,2.297058,1898585984,3.3432734,-3.07,TVTY
1,226,-1.4695599,-1.82103,0.46826,72350000,-0.178,-1.63896,-532478016,,169669000,-5492000,,11.74,,3.731,-0.19955999,,,70.589,-0.95994,,225554000,764694016,362337984,1.382,5.338,2.495,,6.065,-4.127,0.92814004,1.9543865,,2197603072,5.091379,,PRM
1,14290,0.10759,0.02944,0.48763,392297984,0.635,0.070539996,493144000,27,2235012000,1587204096,43,25.31,-0.843,0.486,0.08518,8,46.75,363.885,0.24416,72,108333000,1867734016,4583451136,1.835,80.337,0.388,1.6,0.694,6.455,0.85929,1.9601921,1.620098,3183174144,0.36522883,0.19,RCII
1,3742,0.15718001,0.04775,0.45457,158340992,-0.108,0.08636,172932000,65,523425000,119025376,75,65.5,-0.274,1.64,0.02507,3,71.67,18.935,0.030369999,75,300204000,326505984,1100205056,12.145,45.94,1.432,2,1.475,9.386,0.98547995,0.941146,0.52745,1623121792,1.4645749,1.32,STRA
1,94,0,0,0,-98559000,,0,-114718000,12,,-57800124,25,10.76,,13.735,-0.23667,9,23.78,0.436,-0.41487,28,381748992,1571000,,3.3,,13.532,1.7,,-10.652,1.0925599,4.9516797,1.453431,1221991680,,,ISEE
