,fullTimeEmployees,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,revenuePerShare,quickRatio,recommendationMean,enterpriseToRevenue,enterpriseToEbitda,heldPercentInstitutions,priceToBook,beta,enterpriseValue,priceToSalesTrailing12Months,pegRatio,ticker
1,160100,0.07126,0.01941,0.07658,670099968,-0.069,0.04147,1372700032,117,1475200000,195575008,161.5,138.28,-0.893,1.421,0.037609998,16,160.25,67.49,0.09797,195,1321799936,3245199872,19263100928,22.14,320.609,0.96,2.5,0.505,7.086,1.02726,1.7833606,1.512745,9726803968,0.42795724,0.34,LEA
1,938,-0.19993,-0.32560003,0.55915,1988000000,1.745,-0.28484,-1707000064,8.25,3540000000,1716875008,10,9.15,,0.218,-0.17784001,19,10.46,,-11.90578,16,21000000,5082999808,8537999872,0.019,9.492,0.193,2.8,1.573,-7.869,0.89311,,1.193137,13431832576,1.0877333,0.36,SWN
1,30000,0.0162,0.00093000004,0.10987,242800000,0.876,0.00644,643500032,58,3562100000,-981625024,64,42.65,-0.615,1.624,0.01643,14,63.29,156.816,0.01417,70,9600000,4956800000,39731998720,0.062,285.226,0.623,1.9,0.316,19.536,1.0471901,2.086391,1.521568,12571168768,0.16564822,0.42,PFGC
1,22200,0.08469,0.05603,0.19588,1744600064,0.144,0.07737,2260699904,108,4952600000,1982000000,153,121.2,1.029,1.159,0.13861,7,156.57,221.905,0.54008,215,608099968,5205000192,26692999168,10.426,387.136,0.495,2.2,0.425,5.024,0.86831003,3.3707864,1.356862,11357310976,0.2975768,0.22,AN
1,26751,0.12605,0.04537,0.23346001,394076992,0.105,0.081140004,673195008,76,1218486000,308670624,95,73.79,0.189,1.089,0.03331,9,95.33,97.143,0.07411,115,119040000,3207220992,5340477952,1.161,51.489,0.996,2.2,1.982,15.724,0.99864,2.3044972,1.840196,10585390080,1.4327244,0.98,SYNH
1,109600,0.16672,0.091850005,0.35601002,694281024,0.128,0.12655,670588032,52.73,1431959000,520643360,52.73,44.54,-0.026,1.468,0.0646,1,52.73,105.425,0.19802,52.73,905297024,2000052992,4022211072,4.889,21.417,1.37,,2.126,12.753,1.02847,4.288878,1.456862,8551747072,2.0824845,1.5,G
1,14137,0.1898,0.12477,0.36263,302968000,0.006,0.16475001,406640000,560,769803000,216793120,577.5,480.92,0.052,0.661,0.15963,4,576.75,40.194,0.33507,592,18160000,267976992,2142450048,1.219,138.985,0.484,1.5,3.535,18.622,0.93082,9.454088,0.528431,7572600832,3.4557462,3.67,CHE
1,13000,0.18493,0.067540005,0.35359,,0.088,0.11328,609430272,125,1151083000,,142,108.8,-0.25,1.906,0.055549998,7,140,71.949,0.113900006,167,356345984,1437869056,3295398912,5.437,50.127,1.22,2.5,2.617,14.149,0.91636,3.6565285,0.644117,8623004672,2.1733298,3.26,ATR
1,162,0.67073,0.50482,0.72503996,285388000,0.08,0.37963,325592992,62,344829000,376598752,70,52.8,-0.438,1.549,0.028110001,12,70.17,78.718,0.11788999,83,44456000,1788765952,485433984,0.337,3.724,0.731,2.3,19.485,29.051,0.976,3.400528,0.955882,9458650112,14.171468,4.53,FR
1,5625,0,0.19278999,0.71863,1853628032,-0.302,0.26607,,35,6057068000,,38,31.93,-0.423,1.628,0.02434,4,40.25,258.655,0.13799,50,44639780864,27644876800,7364496896,93.192,28.175,1.628,2.4,-0.28,,0.68053,0.7552213,1.399019,-2062900864,1.0646704,0.46,JEF
1,500,0.63910997,0.23448,0.74156,552238976,0.096,0.36613,736428992,26,854486000,519092000,28,23.87,2.315,1.422,0.03154,17,28.21,191.691,0.10009,32,296632000,5210816000,1152274048,0.996,3.874,1.377,2.4,10.825,16.938,0.97773004,2.6329143,1.583333,12473459712,6.152272,-12.43,BRX
1,21000,0.12021,0.09476,0.19701,353611008,0.123,0.1112,315723008,156,498400000,293890880,179.5,138.45,0.302,1.311,0.07221,6,181,41.059,0.21243,223,205542000,508283008,2626333952,3.806,48.563,1.189,2.2,2.979,24.781,0.94318,6.055371,0.858333,7823841792,2.8406317,5.79,TTEK
1,2138,-0.03153,-0.11427,0.54199004,43444000,0.326,-0.09382,-20639000,90,338492000,133157752,155,101.3,,3.398,-0.033269998,15,149.73,369.855,-0.41715,180,477670016,792817984,654486016,6.867,9.614,3.038,1.9,12.183,-386.328,1.03146,40.294353,0.50147,7973420544,10.532484,3.47,FIVN
1,850,0.34754002,0.44077,0.88624,117162000,0.667,0.3426,110025000,55,175701000,77804752,68,38,4.2,9.359,0.11908,13,66.77,0.19,0.2907,81,765577984,1595000,316582016,4.002,2.334,9.15,1.9,21.681,62.383,0.83491,9.196515,,6863706112,22.507338,4.91,DOCS
1,17960,0.0757,0.02974,0.24650998,677550016,0.518,0.04838,819033024,200,2356435000,228902496,238,211.68,0.644,0.843,0.06678,10,235.5,84.999,0.15773,259,186920992,1857744000,10818886656,5.037,290.868,0.368,2.2,0.845,11.161,0.86441004,3.6997936,0.836764,9141360640,0.7260627,3.62,CASY
1,2073,0,0.56926,0.97695,1069400000,0.287,0.74902,,460,1644600000,,519,565.33,0.548,39.38,0.13182001,5,506.8,253.19,0.46444,540,23300000,4618699776,1683399936,1.608,104.651,37.028,3.2,7.141,,0.71941,4.367,1.244607,12021364736,4.88278,0.48,CACC
1,5600,0.30795,0.03381,0.71235,,0.26,0.21535999,602750976,180,1314868000,,205,170.85,,1.206,0.02681,14,205.21,152.158,0.10195,235,1555293056,2931251968,1957319936,34.63,43.632,1.062,2.4,4.517,14.67,0.95396006,4.1517825,1.685294,8842129408,3.912105,0.57,WEX
1,13200,0.028169999,0.16150999,0.64719003,136952992,0.516,-0.01233,104221000,107,2394362000,243885376,137,87.89,-0.976,2.229,-0.00266,13,142.15,34.991,0.077989995,200,2138518016,2718030080,3699627008,23.824,42.908,2.053,1.9,2.328,82.628,0.89097,1.0888121,,8611537920,2.1277914,-2.19,IAC
1,3224,0.44807997,0.10321999,0.53241,761806016,0.13,0.21168,764041984,35,907836000,686537600,44,33.14,,4.448,0.01347,11,43.36,125.885,0.02813,52,1779154048,9068649472,1705150976,9.28,8.902,3.963,3.1,9.888,22.068,0.82308,1.2426878,1.194607,16861150208,3.7253637,3.53,VNO
1,3224,0.44807997,0.10321999,0.53241,761806016,0.13,0.21168,764041984,,907836000,686537600,,22.57,,4.448,0.01347,,,125.885,0.02813,,1779154048,9068649472,1705150976,9.28,8.902,3.963,,7.793,17.391,0.24338,0.84633267,1.194607,13287421952,7.3134885,,VNO-PL
1,3224,0.44807997,0.10321999,0.53241,761806016,0.13,0.21168,764041984,,907836000,686537600,,21.55,,4.448,0.01347,,,125.885,0.02813,,1779154048,9068649472,1705150976,9.28,8.902,3.963,,7.722,17.233,0.33426997,0.8080846,1.194607,13166636032,7.1138906,,VNO-PM
1,3224,0.44807997,0.10321999,0.53241,761806016,0.13,0.21168,764041984,,907836000,686537600,,18.93,,4.448,0.01347,,,125.885,0.02813,,1779154048,9068649472,1705150976,9.28,8.902,3.963,,7.508,16.756,0.31753,0.7098395,1.194607,12802361344,,,VNO-PO
1,3224,0.44807997,0.10321999,0.53241,761806016,0.13,0.21168,764041984,,907836000,686537600,,21.57,,4.448,0.01347,,,125.885,0.02813,,1779154048,9068649472,1705150976,9.28,8.902,3.963,,7.7,17.185,0.37912998,0.80883455,1.194607,13130208256,,,VNO-PN
1,9000,0.13803001,0.13159001,0.21632,1054000000,0.3,0.10705,1243000064,36,1775000000,227750000,46,36.3,1.763,1.883,0.06807,17,46.06,43.128,0.3007,67,807000000,1958000000,9004999680,3.843,41.445,1,1.9,0.939,6.806,0.88371,2.084769,1.149509,8459858432,0.87890345,0.66,HUN
1,2885,-0.50355,-0.51506,0.80992997,36730000,0.334,-0.53629,-259239008,68,416968000,144562256,77.5,46.34,,1.863,-0.13742,10,80.5,8.136,-0.32244998,105,586108032,96759000,514820992,4.338,5.555,1.734,1.7,13.606,-27.02,0.85235,5.4517646,,7004709888,11.956097,,PCOR
1,4100,0.05269,0.014090001,0.05963,1996000000,1.178,0.03429,2216999936,11,2509000000,1041249984,14,11.86,,0.985,0.033970002,20,13.82,75.222,0.057439998,16,449000000,9635999744,42077999104,0.637,58.768,0.827,2.1,0.514,9.752,0.45658,1.2293977,1.915686,21621250048,0.20043507,1.45,PAA
1,15000,0.21198,-0.02271,0.52577996,537753984,0.103,0.04058,724099008,25.75,1558814000,429981120,25.75,23.79,,1.106,0.008669999,6,26.13,143.819,-0.02394,27.75,96011000,4670673920,3415844096,0.308,10.572,0.963,2.3,3.49,16.466,0.96852,2.2828906,1.335613,11922922496,2.1694393,1.14,CHNG
1,5000,0.19337,0.09656,0.29088,197287008,0.471,0.14564,490168992,126,690279000,54170124,158,113.36,0.387,2.217,0.09422,5,149.8,94.676,0.24067,162,22173000,971049984,2534937088,0.308,35.678,0.894,2,3.371,17.431,0.97542,11.436643,1.356862,8544038400,3.1858616,0.56,WMS
1,3400,0.1998,0.14001,0.52006,301324992,0.102,0.18599,594500992,313,1374090000,216972496,450,270.57,-0.063,2.74,0.14016,13,444.23,14.034,0.27009,540,998260992,219604000,2975520000,36.645,107.276,1.85,1.9,2.171,10.867,0.94652003,5.095672,0.856372,6460713984,2.495911,0.93,DECK
1,16600,0.15188,0.10031,0.58082,753918976,0.219,0.12765001,918886976,25,3335511000,422980992,30,19.02,0.371,1.55,0.080520004,12,30.73,128.898,0.38771,40,777148992,2221675008,6049895936,1.96,15.064,0.845,1.7,1.426,9.386,0.77158,4.75025,1.083724,8625124352,1.2639369,1.15,LEVI
1,3500,0.05709,0.03704,0.10601,4182000128,0.052,0.049829997,951000000,80,1766000000,67375000,131,123.39,0.201,1.091,0.00587,10,125.3,29.56,0.045089997,149,3035000064,3847000064,16657999872,45.17,245.693,0.702,2.7,0.482,8.436,0.97136,0.64735293,1.165686,8022822400,0.5007317,0.58,RGA
1,3117,-0.16097,-0.16966999,0.47072,3913000,0.136,-0.19797,-122979000,85,366238000,21078876,110,79.95,,4.662,-0.04183,9,108.56,31.821,-0.08295,132,820131008,471100992,763969984,9.816,9.158,4.396,2.5,9.051,-56.226,1.01781,4.4448767,1.334313,6914610176,8.718251,2.56,GWRE
1,134000,0.11549,-0.03665,0.22539,950000000,-0.046,0.022049999,1922000000,30,3835000000,656625024,39.5,35.25,-0.911,1.115,0.01052,12,40.5,120.562,-0.10955,53,2919000064,6133000192,16641999872,11.94,65.792,0.979,2.6,0.634,5.487,0.88808,1.8632063,2.241666,10545514496,0.53427625,0.26,DXC
1,88857,0.11743,0.056539997,0.40867,2712000000,0.269,0.09228,2969999872,20,10336000000,1522749952,30,23.82,3.796,1.248,0.08266,13,31.77,188.511,0.46323,50,1712000000,6825999872,25291999232,5.855,82.438,0.371,2.9,0.482,4.102,0.89459,2.3699136,1.928431,12181602304,0.28185147,-1.44,M
1,5700,0.28158,0.18318,0.49361,662113984,0.111,0.25603,1058409984,360,1855411000,452571616,519,304.63,0.136,2.906,0.14255,14,525.29,293.505,0.85147005,700,2177889024,3434817024,3758820096,100.323,176.716,2.116,2.1,2.276,8.082,0.93517,6.4882536,2.348529,8553679872,1.7399104,0.44,RH
1,829,0.47509998,0.00914,0.42431,260784992,0.263,0.17667,281281984,30,251208000,-153821872,34.25,33.66,,0.495,0.025980001,12,33.02,278.602,0.02399,35,48325000,1723549056,592044992,0.326,4.415,0.397,2.4,10.805,22.742,0.87606,14.966651,0.734463,6396919296,13.735874,4.94,SWCH
1,9300,0.21832001,0.104119994,0.65963995,792000000,0.236,0.18138,1170000000,55,2607000000,563000000,80,49.7,0.788,1.183,0.07867,18,79.94,106.018,0.21832001,107,261000000,2942000128,5359000064,1.768,35.488,0.42,2.1,1.814,8.309,0.90893,2.873663,2.410784,9721248768,1.3953747,0.11,CPRI
1,11300,0.28945,0.13031,0.52357,736000000,0.384,0.22753,2369999872,40,4833000000,-154250000,40.5,43.21,,1.329,0.07387,4,45.25,132.823,0.21785,60,334000000,7118000128,8188000256,1.592,39.123,0.782,2.5,1.735,5.993,0.85376,1.70279,1.033823,14204288000,1.1041664,2.06,UGI
1,11300,0.28945,0.13031,0.52357,736000000,0.384,0.22753,2369999872,,4833000000,-154250000,,99.25,,1.329,0.07387,,,132.823,0.21785,,334000000,7118000128,8188000256,1.592,39.123,0.782,,3.118,10.773,0.83732,3.911176,1.033823,25531621376,,,UGIC
1,27043,0.044650003,-0.031770002,0.14288001,215000000,0.239,-0.011510001,260000000,15.22,774000000,198624992,20.93,21.01,,2.501,-0.0043599997,11,21.27,47.405,-0.03543,25.68,1406000000,2375000064,5823000064,3.633,15.066,1.67,2.5,1.371,30.713,1.0100399,1.6281773,,7985310208,1.4096581,2.22,NOV
1,954,0.20927,0.16102,0.96315,400804000,0.671,0.19976999,300296000,19,1382097000,250397248,28.5,19.04,2.329,5.435,0.07538,12,27.17,2.552,0.113000005,35,1467074048,56409000,1434969984,4.593,4.557,5.192,1.9,3.99,19.067,0.84612,2.8507264,0.782843,5725807104,4.198136,0.47,EXEL
1,2888,-0.15887,-0.22674,0.73877,7157000,0.425,-0.18253,-127197000,90,448770000,165935008,124.5,71.06,,2.224,-0.07428,16,127.25,136.507,-0.40892,180,866900992,590132992,800628992,9.275,8.741,2.062,1.9,8.543,-53.775,0.78402,14.624407,1.188499,6839961088,8.219967,-52.66,ESTC
1,3628,0.50702,0.18173,0.71643996,704340992,0.285,0.2959,814195968,1360,1150484000,214274368,1650,1288.59,-0.414,1.862,0.051909998,6,1659.33,221.565,0.17749001,2000,388801984,3972873984,1605836032,64.162,266.849,1.744,2.4,6.633,13.081,0.90860003,4.4993763,0.613725,10650881024,4.851138,2.23,CABO
1,16275,0.16240999,-0.01123,0.23136999,273060000,0.365,0.046,440585984,27,627663000,290150016,32,28.92,,0.845,0.00972,10,31.6,84.916,-0.00775,37,79758000,3421335040,2712785920,0.297,10.472,0.748,2.6,3.846,23.678,1.09913,1.9244078,0.320518,10432359424,2.8439248,-26.21,COLD
1,5940,0.72826,0.53741,1.3458,72000000,-0.246,0.71663004,2880999936,70,5324000000,-5853125120,78,66.2,0.724,13.703,0.01007,13,77.54,42.124,0.27382,89,1646000000,4136999936,3956000000,15.508,33.899,1.489,2.4,2.72,3.735,1.2235299,0.8871734,1.363725,10760457216,1.8573985,0.3,VOYA
1,5940,0.72826,0.53741,1.3458,72000000,-0.246,0.71663004,2880999936,,5324000000,-5853125120,,24.1,0.724,13.703,0.01007,,,42.124,0.27382,,1646000000,4136999936,3956000000,15.508,33.899,1.489,,1.687,2.317,0.41280997,0.32297403,1.363725,6675264000,1.8551456,,VOYA-PB
1,646,-0.20398001,-0.22169,0.04167,-148159008,0.442,-0.21191,-374008000,20.5,76413000,-4692250,30.5,19.59,,3.83,-0.23895,10,30.35,5.461,-1.00508,41,1040038976,59612000,1833559040,2.592,4.917,3.736,1.6,3.353,-16.439,0.98236,6.802083,,6148201984,4.205865,0.26,AGL
1,7200,0.15517999,0.07847,0.23226999,295780000,0.009,0.099630006,349991008,91,551058000,207552000,125,101.4,-0.288,3.608,0.0355,7,120.86,37.891,0.08457,138,207832992,777484992,2255316992,3.427,35.698,2.169,2.5,2.979,19.198,0.87125,3.0408444,1.49866,6719060992,2.7266293,1.84,WWD
1,4998,0.2784,0.19518,0.34785998,,-0.032,0.22111,477645088,26,619707847,,37,30.48,-0.2,3.994,0.107209995,8,34.81,,0.17216998,38,286600032,0,1715695872,1.212,7.322,2.375,2.2,3.88,13.936,0.91685,3.8195488,0.955882,6656548864,4.201869,1.07,GNTX
1,1630,-0.50365,-0.61404,0.88132006,-49814000,0.686,-0.50843,-127249000,54,222668000,43679376,64.5,40.93,,4.354,-0.11043,8,68.13,,-0.31736,95,934702976,0,252652992,6.333,3.168,4.188,1.9,20.308,-40.322,0.79668,7.7592416,,5130968064,23.91327,-1.3,GTLB
1,59000,0.09838,0.01342,0.10458,697006016,0.295,0.0732,1548861056,27,1365827000,873572608,30,34.26,1.805,1.532,0.08575,7,30.64,134.448,0.07645,35,725539968,3755959040,15744428032,3.019,64.613,0.724,2.2,0.626,6.363,0.19334,3.2057638,1.12745,9855744000,0.5302409,0.59,PPC
1,28000,0.06928,-0.01344,0.10985,317000000,0.173,0.05572,526000000,56,806000000,235250000,65,50.8,,1.214,0.04675,10,63.9,134.094,-0.057789996,67,414000000,2116000000,7592000000,2.966,54.326,1.136,1.8,1.16,16.741,1.07842,4.541391,1.290178,8805649408,0.9338314,1.32,KBR
1,43500,0.20146,0.075100005,0.38968,776200000,0.084,0.15164,1052600000,76,2025800000,96512496,82,65.03,-0.185,1.259,0.07344,13,81.77,140.905,0.21676001,85,94200000,3510799872,5224800256,0.944,52.749,1.031,1.6,1.995,9.904,0.96808,3.2884955,0.952678,10424865792,1.242184,1.54,EHC
1,19600,0.37754002,-0.04889,0.71519,920000000,-0.054,0.19724001,3143000064,19,6040000000,1554749952,21.53,9.12,,1.222,0.03462,3,21.95,,,25.33,1248999936,23168000000,8325000192,3.455,23.131,0.59,,3.038,8.047,0.73603,,1.617857,25290694656,0.3959997,0.2,BHC
1,17140,0.067,0.06601,0.19079,1150000000,1.109,0.01048,473000000,61,939000000,277624992,75,48.88,,0.87,0.0032499998,13,75.08,109.953,0.14312,85,2889999872,3999000064,7059999744,22.921,56.262,0.776,1.9,1.128,16.843,0.8021,1.7346251,1.506372,7966919168,0.8675924,-0.47,ALK
1,6296,0.33593,-0.03311,0.69324994,503700000,0.247,0.10385,727500032,16,1501300000,674262528,21,16.45,,0.714,0.014630001,11,21.55,102.267,-0.01798,33,187200000,3830200064,2165600000,0.434,5.052,0.589,2.5,4.856,14.454,0.88606,1.9795427,,10515209216,3.275332,2.08,DNB
1,15114,0.35436,0.15087,0.73382,1027433984,0.143,0.27792,1232199936,71,2488015000,595433024,78,59.39,0.613,0.99,0.09325,11,79.64,252.211,0.37717,90,403575008,3912109056,3477245952,3.683,30.634,0.86,2,2.881,8.129,0.70572996,4.197173,1.898214,10016710656,1.8716519,0.25,BYD
1,535,0.45227,0.17989999,0.89205,1683784960,0.877,0.21746,1255468032,85,2111095000,598676224,103.5,83.98,,0.575,0.06877,12,107.92,34.654,0.18662001,137,171156992,958110016,2775943936,1.794,28.416,0.555,1.9,3.135,6.931,0.97774005,2.9052794,2.757142,8701864960,3.0032747,0.16,PDCE
1,75000,0.07463,0.021459999,0.16291,454000000,0.143,0.034140002,612000000,66,1303000000,329500000,90.5,54.43,1.667,0.957,0.02457,12,89.92,117.137,0.06718,124,312000000,2782000128,8200999936,2.716,71.526,0.85,1.9,1.068,14.307,0.84158,2.6701005,,8755629056,0.7871875,1.01,GXO
1,365,0.62781,0.4068,0.76484,101971000,1.35,0.5472,208402000,24.85,253890000,8608125,53,38.71,0.307,21.443,0.0766,10,48.79,69.576,0.145,58,1179297024,701835008,331952000,6.643,1.914,20.662,2,18.905,30.113,0.67248,7.2112517,,6275588608,20.742813,0.7,MP
1,9600,0.19186,0.1456,0.73617,,-0.063,0.1889,1763774976,28,6920600000,,28,23.33,-0.405,0.549,0.04506,1,28,23.617,0.20277001,28,,1594200064,9192899584,,30.335,0.148,2.7,0.9,4.688,0.73266,1.1115875,0.825,8269113856,0.77913606,0.9,ORI
1,10500,0.26365,0.18285999,0.43277,1069500032,-0.045,0.22346,1322599936,15,2174400000,-193862496,19,17.6,0.682,0.449,0.07886,15,19.27,718.396,3.2095902,25,1295800064,2534500096,5016500224,3.357,12.474,0.266,3.1,1.537,5.828,1.04333,19.27711,0.918627,7708630016,1.4104103,1.4,WU
1,357,0.58847,0.12751001,0.69139,385616000,0.046,0.23141001,452345984,30,531455000,152961872,35,30.13,-0.44,1.595,0.01625,8,34.19,97.072,0.03033,36.5,52353000,3246381056,768676992,0.229,3.503,0.962,2.6,13.344,22.675,0.97547996,2.142197,0.641666,10256898048,8.656235,,HTA
1,7100,0.117180005,0.06335,0.50356996,664828992,0.089,0.09234,665966976,11,2862014000,515070880,18,11,-0.436,2.301,0.06546,21,18.02,72.011,0.19127001,34,1669453056,1504306048,5683466240,3.505,12.209,1.555,2.2,1.258,10.738,0.9246,2.6480503,1.266666,7151377408,0.8469402,1.3,UAA
1,7100,0.117180005,0.06335,0.50356996,664828992,0.089,0.09234,665966976,,2862014000,515070880,,10.08,-0.436,2.301,0.06546,,,72.011,0.19127001,,1669453056,1504306048,5683466240,3.505,12.209,1.555,3,1.16,9.901,0.67634004,2.4265769,1.266666,6594064384,0.915472,,UA
1,2400,0.27629998,0.15572,0.75031,276273984,0.071,0.20337999,264724992,65,718879000,158417248,75,63.53,-0.727,6.168,0.06697,14,77.71,0.29,0.09187999,100,443447008,5053000,958102016,4.366,9.511,4.346,2.2,6.562,23.748,0.71427,3.7514024,1.097058,6286784512,6.7276278,4,GMED
1,2074,0.29778,0.17438999,0.38472998,258064000,0.331,0.26808,356425984,62,460504000,7827000,78,64.65,-0.432,4.521,0.23722,17,79.71,4.873,0.31781998,113,141052992,35329000,1196952064,1.231,10.367,3.401,2.6,5.483,18.414,0.98569,10.345655,1.446568,6563238912,6.217721,1.47,TREX
1,25000,0.14861,0.033150002,0.15802,574000000,0.361,0.084750004,1152000000,24.52,1088000000,-375750016,24.52,22.46,0.824,1.365,0.044899996,1,24.52,303.998,0.14154,24.52,111000000,5930999808,7752000000,0.36,25.387,0.543,2,1.618,10.888,0.98469,3.7197745,1.10098,12543090688,0.88976306,0.36,GPK
1,1770,0.41377,0.08,0.60403,189288992,0.451,0.29618,221228000,62,322953000,144733248,93.5,71.32,-0.347,3.751,0.0512,16,93.25,,,115,545908992,1978208000,534662016,6.473,6.419,3.33,1.9,15.307,36.993,1.0708799,,1.185784,8183873024,11.117559,0.23,PLNT
1,5085,0.14144,-0.049569998,0.39873,10088000,0.179,0.10641,218658000,,568840000,199879120,,271.28,202.91,3.276,0.05501,,,55.615,-0.08285,,392552000,499411008,1545922048,15.846,63.203,1.887,3,4.362,30.84,0.91470003,7.667392,1.392156,6743518208,4.3455424,3.74,COHR
1,4465,-0.098900005,-0.17917,0.70695,34118000,0.348,-0.15115,-69127000,85,494145000,120730496,120.5,88.87,,3.128,-0.03071,14,123.57,99.208,-0.11889,190,1517810048,1018326016,698977024,17.349,8.103,2.875,1.9,8.807,-89.048,0.95581,7.453661,0.790951,6155619840,11.050745,-19.99,AVLR
1,649,-0.00124,-0.0075499997,0.04324,1234814976,0.028,-0.00437,-6614000,,230070000,-7442149888,,152.28,0.26,2.426,-0.00045000002,,,11.941,-0.00979,,21211619328,1215378944,5321014784,482.275,112.803,2.013,,-1.763,1418.178,0.98484004,1.1812892,0.547549,-9379830784,1.3170252,0.02,RNR
1,649,-0.00124,-0.0075499997,0.04324,1234814976,0.028,-0.00437,-6614000,,230070000,-7442149888,,24.26,0.26,2.426,-0.00045000002,,,11.941,-0.00979,,21211619328,1215378944,5321014784,482.275,112.803,2.013,,-2.75,2212.575,0.2245,0.1881933,0.547549,-14633969664,1.4264166,,RNR-PF
1,649,-0.00124,-0.0075499997,0.04324,1234814976,0.028,-0.00437,-6614000,,230070000,-7442149888,,18.4458,0.26,2.426,-0.00045000002,,,11.941,-0.00979,,21211619328,1215378944,5321014784,482.275,112.803,2.013,,-2.794,2247.686,,0.14309053,0.547549,-14866197504,,,RNR-PG
1,856,0.24714,0.18614,0.62422,167722000,0.323,0.19973,127356000,55,321675000,120996128,72,52.46,0.709,2.838,0.09147,9,70.78,44.427,0.24099001,95,131570000,182876992,515327008,0.956,3.772,2.045,2.1,12.935,52.341,0.98956,18.278746,1.022549,6665931264,13.940415,1.87,LSCC
1,22961,0.21090001,0.09568,0.38968,458739008,0.026,0.12356,673448000,65,1216213000,294727616,82,62.31,-0.394,2,0.03709,16,83.88,58.086,0.08125,121,2649715968,2488161024,3193167872,24.919,30.294,1.562,2.3,2.361,11.194,1.0952201,2.195019,1.442156,7538638336,2.0711668,1.79,IIVI
1,22961,0.21090001,0.09568,0.38968,458739008,0.026,0.12356,673448000,,1216213000,294727616,,258.5,-0.394,2,0.03709,,,58.086,0.08125,,2649715968,2488161024,3193167872,24.919,30.294,1.562,,8.8,41.723,0.87157995,9.106281,1.442156,28098340864,,,IIVIP
1,11160,0.37460998,0.17954001,0.60517,1214843008,-0.095,0.27403998,1741328000,180,2813072000,978067968,208,175.81,-0.223,1.794,0.059710003,9,209.78,269.329,0.30789,230,190868000,7695880192,4648371200,4.655,110.326,1.539,1.8,3.013,8.044,0.97449994,2.7671797,1.507352,14007817216,1.5465808,0.34,NXST
1,8509,0,0.17517,0.95204,,-0.028,0.2325,,80,4518519000,,94,63.29,-0.007,,,4,94.25,46.835,,109,4147112960,2358105088,4711936000,38.894,43.669,,1.8,1.165,,0.84360003,1.6069978,1.304901,5490809856,1.4004446,0.62,SF
1,8509,0,0.17517,0.95204,,-0.028,0.2325,,,4518519000,,,25.02,-0.007,,,,,46.835,,,4147112960,2358105088,4711936000,38.894,43.669,,,0.337,,212.42438,0.6352834,1.304901,1588298496,0.8091095,,SF-PB
1,8509,0,0.17517,0.95204,,-0.028,0.2325,,,4518519000,,,24.9881,-0.007,,,,,46.835,,,4147112960,2358105088,4711936000,38.894,43.669,,,0.335,,,0.6344734,1.304901,1576569600,,,SF-PC
1,8509,0,0.17517,0.95204,,-0.028,0.2325,,,4518519000,,,20.38,-0.007,,,,,46.835,,,4147112960,2358105088,4711936000,38.894,43.669,,,0.193,,,0.517469,1.304901,908024640,,,SF-PD
1,3800,0.01058,0.0070700003,0.63589,9502000,0.222,-0.0100300005,7907000,240,475382000,-4113125,257.5,140.99,,5.532,-0.00454,6,258.5,18.193,0.0033000002,280,254875008,173548000,747590016,6.769,20.335,3.156,1.7,8.582,811.405,0.81684,7.482752,0.462745,6415776768,7.045596,16.8,PEN
1,58709,0.1107,0.044499997,0.16531,638000000,-0.053,0.06262,898000000,68,1511000000,192875008,88,79,-0.475,1.277,0.03974,20,89.2,79.245,0.13975,115,938000000,2119000064,8112000000,10.739,92.682,0.899,2.5,0.941,8.498,0.56904,2.7015936,1.724509,7631514112,0.85192037,0.67,ALV
1,3076,-0.14774,-0.5226,0.56812,168090000,0.182,-0.33593,-107152000,64,412053000,311441376,90,70.76,,1.79,-0.04835,21,104.81,183.272,-0.37937,320,729491008,1659827968,725289024,9.718,9.826,1.686,2.5,10.231,-69.253,1.0563201,5.665786,1.396078,7420616704,7.285912,13.87,COUP
1,6500,0.32811,0.60449004,0.4802,220600000,0.075,0.26389,567600000,57.5,798200000,891849984,61.25,54.67,-0.038,1.377,0.098859996,2,61.25,437.752,,65,108600000,1822800000,1729900032,0.93,14.314,0.999,1,4.672,14.24,0.95816004,14.652907,1.2,8082424832,3.739739,1.86,CDK
1,8800,0.11327,0.028619999,0.37151,,0.101,0.0687,346747488,163,1095176000,,170,120.46,,1.765,0.02842,9,173.22,168.835,0.06864,190,1630899968,1930800000,3061242880,29.926,57.738,1.023,1.7,2.264,19.984,1.00729,4.269209,1.428921,6929565184,2.0798852,1.14,EEFT
1,5000,0.15165,0.10741,0.49237,269097984,0.169,0.12800999,310552000,30,1008309000,239329120,49,34.26,5.955,1.704,0.06726,6,47.5,4.718,0.15335,60,661048000,72692000,2047876992,3.946,12.195,1.599,2.4,2.849,18.784,0.93129,3.9190116,0.809313,5833533440,2.7954023,2.63,NYT
